movie_id,title,year,genre,rating,votes,runtime_min,budget_usd,revenue_usd
859,The Fire Rain,2013,Drama,7.2,30176,160,222057622,542992650
860,The Eternal Code,2006,Comedy,8.6,333180,141,194887183,505161115
861,The Blue Code,1977,Action,7.3,12047,96,162314505,158748812
862,The Broken Line,1998,Romance,10.0,338841,90,188721517,53166467
863,The Silver City,1997,Animation,7.2,254995,97,124164512,144364798
864,The Silver Hour,2002,Comedy,5.2,1598,163,183611764,213410205
865,The Dark Ocean,1981,Horror,6.7,215284,144,27763571,59439433
866,The Lost Blood,1988,Documentary,6.6,3852,123,31736156,16003753
867,The Gold Ocean,2001,Horror,8.2,110898,122,210969155,147029380
868,The Silver Game,2018,Romance,5.4,16353,94,213200947,88831177
869,The Silent City,1985,Horror,10.0,1134,81,216105824,1068204357
870,The Hollow Light,1995,Sci-Fi,5.4,24473,87,191595847,733332668
871,The Night Ocean,2010,Thriller,7.2,975,144,248120174,601448335
872,The Dark Road,2009,Comedy,7.5,1572384,178,212003207,215688620
873,The Iron Road,1984,Drama,5.1,29842,133,249893092,405560581
874,The Wild River,1980,Thriller,5.1,131649,87,132811728,425586335
875,The Dark Hour,2018,Romance,3.9,50739,95,49266422,139767677
876,The Lost Mind,1997,Crime,7.9,19091,144,2346084,327562
877,The Gold Heart,1976,Thriller,4.9,69044,121,31813291,62565797
878,The Steel Light,1980,Thriller,6.1,6914,112,126371101,392875823
879,The Iron City,1991,Thriller,7.5,139870,125,28620558,71418406
880,The Silver Hour,2021,Crime,8.4,15422,129,161076056,2173679071
881,The Iron Edge,1999,Animation,4.9,6786,83,121635803,172119770
882,The Night River,1997,Thriller,7.3,14852,178,87619065,101920681
883,The Night Dream,2017,Comedy,6.0,215613,102,125923586,201599035
884,The Last Code,1999,Horror,7.1,8583,102,28627428,55864916
885,The Broken Hour,2018,Comedy,6.5,10211,177,133589468,142190886
886,The Hollow Knight,2003,Documentary,5.3,4120,124,64464024,104528468
887,The Broken Ocean,1993,Sci-Fi,9.0,731,142,11501260,11460514
888,The Silent Ocean,1995,Documentary,9.2,94047,146,208933710,123382887
889,The Broken Star,2006,Drama,8.6,2766,154,28580029,14584386
890,The Dark Hour,1980,Action,3.5,214,75,185748353,588275104
891,The Eternal Hour,1994,Drama,7.6,173348,109,188546412,132084470
892,The Wild Road,1995,Romance,7.1,12864,90,141059877,213003631
893,The Blue River,2024,Comedy,6.4,6964,85,95760318,284713612
894,The Storm Ocean,2006,Documentary,5.5,6662,101,219505230,411637511
895,The Blue River,2016,Sci-Fi,7.4,135783,121,104502200,156680516
896,The Lost Hour,2002,Thriller,7.9,4175,148,175048976,66594704
897,The Silent World,1976,Horror,7.2,17654,145,23566501,23170440
898,The Broken Mind,2007,Sci-Fi,5.9,7933,122,27256397,10513451
899,The Lost Star,1987,Comedy,5.0,26911,130,30309006,98516819
900,The Silver Light,1978,Horror,7.6,535558,105,18675773,27202445
901,The Iron Edge,2000,Sci-Fi,8.3,130559,101,46910278,134237977
902,The Shadow Game,2021,Comedy,7.9,893182,169,82959837,777844452
903,The The Edge,1985,Romance,7.7,19324,97,71821913,213342787
904,The Shadow War,2005,Comedy,9.3,38468,106,127854072,579851219
905,The Eternal Knight,1981,Romance,5.7,11931,144,70079048,137712843
906,The The War,1994,Horror,8.7,668853,89,73460780,320357594
907,The Last Mind,1989,Horror,6.1,21810,169,187779023,900345163
908,The Steel City,2015,Sci-Fi,5.8,3454,155,183214396,595968988
909,The Storm Edge,2018,Comedy,5.8,5887679,110,84033341,32097628
910,The The Heart,2002,Drama,7.5,228289,176,213692286,214766870
911,The Iron Knight,2004,Documentary,5.8,4305,95,82509244,108716821
912,The Dark Road,1977,Drama,5.0,1762,75,116513905,34128461
913,The Broken Code,1997,Comedy,8.3,25974,146,42617430,5787642
914,The Broken Light,1993,Comedy,4.8,3529,120,67767548,399172247
915,The Blue Road,1991,Drama,8.2,3020,116,216924179,447197437
916,The Neon City,2001,Horror,5.6,28752,85,80815026,148392622
917,The Eternal Line,2002,Horror,7.9,84322,162,192286704,177790409
918,The Night Code,2004,Animation,7.5,331252,171,38738157,69417584
919,The The Rain,1998,Animation,7.7,30284,171,227856774,225945773
920,The Dark Hour,2004,Crime,7.8,793,180,79001148,153287856
921,The Fire Ocean,2018,Sci-Fi,4.3,92016,146,199756084,1768572114
922,The Steel Rain,2021,Horror,6.3,18669,89,19023311,9793343
923,The Silver Rain,1978,Crime,7.6,20569,105,226947707,686185036
924,The Shadow World,1982,Animation,6.0,11637,98,39033594,259778115
925,The Broken Line,1987,Drama,5.4,20483,125,104567978,206373495
926,The Silver Rain,1976,Action,6.7,9465,124,3958062,6164426
927,The Blue Blood,1997,Animation,8.0,63477,95,97032157,132015921
928,The Eternal War,1999,Sci-Fi,6.1,23253,94,95453579,237696268
929,The Steel World,2023,Sci-Fi,4.8,4966,152,177891399,36602666
930,The Last House,1983,Action,3.8,114736,149,94441099,298884179
931,The Broken River,2021,Action,6.8,15723,173,218044958,555689585
932,The Shadow Game,2014,Comedy,7.0,102284,122,163815043,278888878
933,The Night Mind,2019,Drama,5.8,63758,100,68778595,88532223
934,The Last Game,2002,Drama,6.7,1760,155,180491582,724911597
935,The Red Edge,2018,Animation,6.1,58023,101,154107549,641299035
936,The Fire World,1983,Sci-Fi,3.4,139267,155,101963467,610145518
937,The Last City,1981,Sci-Fi,7.2,37065,103,221473502,71016700
938,The Dark Dream,1979,Comedy,7.2,25737,141,165080462,222865229
939,The Neon Game,2012,Action,3.4,10385,117,239378209,547686712
940,The Dark Blood,1990,Comedy,7.1,19657,147,243752588,1032646963
941,The Wild World,2001,Thriller,4.9,890,91,73614047,152393162
942,The Dark Knight,2016,Thriller,5.4,8238,175,229125442,713759412
943,The Neon War,2009,Comedy,5.4,19934,123,187680897,29432269
944,The Dark Star,2003,Thriller,5.6,727,122,95432667,50689056
945,The Dark River,1980,Action,5.6,226110,177,4999301,15847060
946,The Iron War,1983,Crime,6.0,16418,115,94863145,636431097
947,The Red Star,2000,Documentary,5.8,3176,144,56260380,73489093
948,The Gold Game,2020,Animation,6.6,7561,145,79566604,248165889
949,The Iron Dream,2007,Thriller,7.5,45,137,76103905,348937886
950,The Lost Knight,1982,Documentary,7.3,2029,93,10628154,22972829
951,The Silent City,1977,Horror,6.3,14678,123,104257254,124341589
952,The Silver Game,2009,Sci-Fi,8.3,2414,144,205815262,212494459
953,The Dark Hour,2023,Animation,4.5,901,130,233395927,199081336
954,The Silent Rain,1999,Thriller,5.2,27092,167,153552689,386748574
955,The Silent House,1983,Crime,7.5,52230,106,208054791,313766237
956,The Lost Ocean,1992,Crime,5.9,5472,175,176296703,925161716
957,The Wild Dream,2017,Thriller,6.0,2831,131,3381210,844141
958,The Gold Road,2001,Documentary,7.5,3076,115,18191542,21396978
959,The Steel Rain,1983,Crime,6.6,893144,104,31721515,59271224
960,The Dark Edge,1995,Thriller,7.4,7235,161,227809410,793846433
961,The Iron War,1997,Action,7.8,2072,180,183808910,165894543
962,The Iron Edge,1995,Action,7.6,39093,127,241891891,534353411
963,The Steel Code,1985,Romance,5.7,1167,88,164487432,108012896
964,The Neon Hour,1988,Animation,7.4,8134,159,195953871,612919195
965,The Storm Star,1978,Romance,4.9,24395,99,225414441,1299119649
966,The Broken Blood,1989,Comedy,5.2,12064,89,187045402,47883912
967,The Fire Dream,1997,Thriller,6.0,8813,104,121518935,310364594
968,The Broken Line,2024,Animation,6.3,93251,176,78010156,77377958
969,The Last War,1984,Animation,4.7,3765,145,191960116,177276531
970,The Storm Code,2008,Crime,5.6,9547,146,65809689,134231508
971,The Shadow Code,2014,Animation,8.2,124386,130,78655998,463614075
972,The Hollow Road,1980,Comedy,7.9,58631,133,102837589,95486159
973,The Storm Light,1989,Romance,6.1,187693,149,137426384,519383158
974,The Silver Game,2023,Comedy,7.7,6076,179,198199596,226822570
975,The Silver Hour,1997,Thriller,6.3,5525,96,78437943,292868283
976,The Silver House,2017,Animation,7.2,9507,145,226160975,310815801
977,The Lost Hour,2009,Documentary,6.5,54797,141,34870837,105332552
978,The Red River,2002,Thriller,6.3,21475,92,75746711,160316283
979,The Storm House,2021,Horror,7.2,7834,169,138665543,257468461
980,The Night Mind,1981,Sci-Fi,6.9,424,159,225850943,112305273
981,The Shadow House,2005,Horror,8.0,67307,100,171395505,262204037
982,The Shadow Ocean,2019,Thriller,8.6,5932,149,64006039,136597616
983,The Iron Line,1993,Documentary,5.7,66792,144,130106463,112057362
984,The Fire Heart,1995,Documentary,5.1,4880,97,125751601,109934709
985,The Silent Rain,2013,Horror,5.6,5133,175,110791664,82131370
986,The Dark Ocean,2000,Documentary,7.0,9241,137,196471169,70453465
987,The Neon Knight,2001,Action,7.0,38580,89,165632531,278094880
988,The Shadow Dream,1999,Horror,9.3,37269,141,57495837,57775754
989,The Shadow Ocean,2020,Sci-Fi,6.8,181257,102,149431698,143584329
990,The Silent Light,1976,Drama,9.0,376,106,10067216,8704638
991,The Fire Hour,2022,Crime,8.5,1173,165,205651431,688478210
992,The The Ocean,2000,Sci-Fi,4.6,1540,114,211660564,153677518
993,The Neon World,2004,Thriller,6.8,60651,112,116302308,192237153
994,The Eternal Star,1999,Crime,7.5,817,125,101056005,661585025
995,The Last Hour,1976,Animation,5.7,7923,157,84378689,25150976
996,The Hollow Star,1985,Action,7.1,31252,126,166487363,758864001
997,The The Road,2024,Thriller,5.1,3206950,79,87286693,264332915
998,The Eternal Heart,2023,Animation,6.6,33483,138,85024639,321925567
999,The Shadow Mind,2010,Documentary,9.3,65844,171,4657305,629220
1000,The Neon Line,1982,Horror,3.1,1412,96,169084863,629270822
1001,The Fire Ocean,1975,Animation,6.1,78393,153,239785443,172457325
1002,The Eternal Mind,2018,Romance,7.9,1592,166,100657551,142042497
1003,The Wild River,2022,Action,6.0,1586,135,3636355,3353234
1004,The Silver Rain,1994,Crime,3.8,52221,87,145346199,181390608
1005,The Broken Code,1985,Sci-Fi,8.3,164048,76,52711584,8226708
1006,The Last Code,1998,Drama,7.3,45064,107,151622435,251631927
1007,The Storm Code,1981,Crime,6.4,8900,177,141208617,361599033
1008,The The Star,2013,Thriller,5.4,417,153,180448273,591895153
1009,The Iron World,1980,Comedy,8.2,2136,75,87795350,93017396
1010,The Steel Game,1990,Animation,5.7,30681,124,190581089,241401300
1011,The Gold Hour,1980,Animation,8.5,1161686,130,151454279,147224459
1012,The Broken Mind,2002,Crime,4.7,41558,121,230612257,260958133
1013,The Blue Knight,2010,Crime,8.7,4047,170,3864857,2305608
1014,The Wild Light,1994,Action,4.3,388226,76,163879767,73361543
1015,The Silver Rain,2019,Documentary,6.2,632,78,232709544,636890700
1016,The Fire River,1986,Horror,5.4,10631,171,147454985,20867936
1017,The Hollow Blood,1982,Animation,8.4,1453,77,90299077,41267549
1018,The Gold River,1975,Drama,7.2,277234,160,180755434,412801337
1019,The Lost Game,2003,Documentary,8.3,65911,156,201475228,130122136
1020,The The City,2011,Action,7.0,127312,86,50837428,29669367
1021,The Dark Light,1988,Sci-Fi,5.5,2788,99,201630923,451465278
1022,The Blue City,1986,Sci-Fi,5.3,3852,127,61655777,183554143
1023,The Shadow House,1991,Crime,6.1,20284,119,208331638,437573002
1024,The Iron Mind,1999,Romance,5.5,1423,164,117461635,39539991
1025,The Gold House,2019,Comedy,8.2,68947,140,208610397,149254387
1026,The Silent Code,2008,Action,6.2,42947,92,126425627,216357492
1027,The Shadow Knight,1995,Documentary,5.9,14686,157,243391814,176149292
1028,The Gold Blood,2014,Crime,4.6,15484,130,197214201,94004934
1029,The Shadow Ocean,1996,Crime,5.1,15552,148,108575543,177407682
1030,The Red Rain,2019,Horror,6.7,3280,81,25266202,8433804
1031,The Fire Dream,1985,Romance,4.5,6364,114,22575572,20538156
1032,The Wild Light,1975,Documentary,7.0,19562,135,148593617,581152141
1033,The Broken Edge,2020,Horror,6.6,12507,92,108342925,1118782402
1034,The Red Game,2009,Animation,9.6,1246,169,158418325,103892624
1035,The Broken River,1975,Romance,4.7,1218921,92,135204223,92586089
1036,The Dark Road,1999,Horror,5.0,55289,111,84508143,38490976
1037,The Silent Knight,1986,Drama,7.6,187810,85,93955673,180918232
1038,The Dark Ocean,1995,Horror,8.3,1662,162,123055473,275387877
1039,The Broken Dream,1991,Horror,6.5,22749,166,90942925,54541220
1040,The Eternal Ocean,2018,Action,5.8,3972,153,196321359,820297985
1041,The Broken Knight,1982,Documentary,7.5,10088,161,80495671,61757251
1042,The Silent Star,1995,Drama,5.4,10723,89,96897085,305639004
1043,The Steel Code,1980,Documentary,5.8,1984,110,93713922,10210780
1044,The Last Game,1977,Sci-Fi,6.3,2172,93,164572080,641435670
1045,The Night House,2002,Romance,5.8,460993,170,238008473,494016464
1046,The Gold World,2011,Action,7.0,14938,130,74762507,681766324
1047,The Storm Hour,2013,Thriller,5.8,219,159,35834049,23573209
1048,The Eternal Code,1989,Horror,7.0,1904,83,165117754,62971832
1049,The Fire Rain,2015,Documentary,5.1,18228,118,92428036,21802466
1050,The Hollow River,1988,Documentary,5.5,25166,124,69636959,57543752
1051,The Eternal Knight,2010,Drama,7.1,134448,113,79335650,234694885
1052,The Iron Dream,2014,Documentary,6.4,47839,147,116838165,85055661
1053,The Shadow Light,1990,Animation,5.3,2597,102,30697757,48035845
1054,The Lost Game,2001,Animation,7.7,11509,151,75861205,62953793
1055,The The Dream,2009,Romance,5.5,5681,111,222764847,874521976
1056,The Broken Line,2023,Thriller,6.3,18974,87,103905651,177647357
1057,The The Game,2015,Crime,7.5,47000,85,161945354,268290709
1058,The Silent Dream,1990,Animation,6.7,1037,162,25418617,78483965
1059,The The Mind,1987,Crime,7.0,611,97,127746871,112157479
1060,The Silver Game,2004,Drama,5.8,14148,131,65930147,89033317
1061,The Gold Dream,1990,Comedy,3.0,2115923,135,232436721,126695140
1062,The Dark Ocean,2020,Horror,7.3,324200,143,192868059,53961522
1063,The Fire Road,2021,Crime,6.7,100879,158,119123896,139812929
1064,The Night Heart,2023,Thriller,5.2,805372,121,111835135,206437028
1065,The Eternal Road,1991,Crime,8.1,21199,108,92923816,66645866
1066,The Red Code,1992,Romance,7.7,85599,93,141064063,119495528
1067,The Fire War,2020,Crime,5.6,895,135,192415643,224381003
1068,The Fire Code,1993,Action,9.8,115747,104,8517454,48744298
1069,The Steel Game,1991,Animation,5.4,305286,136,167016589,409862812
1070,The Wild Light,1998,Action,7.8,76,157,46398039,213865928
1071,The Blue Blood,2017,Documentary,7.7,9476,110,164380886,2133488107
1072,The Steel Star,2004,Thriller,6.1,42574,76,226479644,3150618820
1073,The Neon River,1998,Action,5.8,2827,83,73873128,121368084
1074,The Night Star,2003,Documentary,5.3,29861,107,215015498,1090567097
1075,The Dark Mind,1986,Thriller,8.4,26802,99,197853718,1136890803
1076,The Storm River,1990,Thriller,7.0,44446,134,27379215,49385085
1077,The Hollow Line,2005,Comedy,6.9,2278,102,161603260,207323244
1078,The Wild City,2021,Romance,6.9,45340,75,68578029,276841107
1079,The Steel Ocean,2007,Documentary,5.4,43366,143,67846334,39303304
1080,The Broken Ocean,1982,Comedy,6.6,20690,140,127300580,170332410
1081,The Iron Game,2003,Animation,5.3,86890,88,205776698,142975746
1082,The Shadow Mind,2005,Horror,8.3,3144,153,57449809,89568626
1083,The Iron Blood,1985,Drama,7.7,1979248,109,62397522,343721298
1084,The Silent Line,1994,Action,5.0,9108,170,85650221,99498854
1085,The Gold Ocean,2023,Romance,6.9,9103,92,123645399,259919216
1086,The Blue Edge,1976,Animation,6.3,1183,116,150805282,231483031
1087,The Dark Light,2003,Documentary,6.9,5963,136,194612825,7301642822
1088,The Gold Dream,1990,Romance,6.0,3235,123,16922739,3425799
1089,The Iron Code,2003,Thriller,7.1,1512,127,222274218,148524289
1090,The Steel Ocean,2010,Action,6.2,3385,148,147722832,366920349
1091,The Blue City,1983,Romance,6.6,659341,115,230091764,108973695
1092,The Silver Knight,2004,Drama,6.0,5090,100,182910332,735452780
1093,The Neon Heart,1982,Sci-Fi,5.6,321721,147,118361836,413582331
1094,The Lost Dream,2011,Drama,5.3,11950,84,152748390,42298151
1095,The Fire Game,2007,Comedy,6.8,906412,99,202838592,759521129
1096,The Broken Knight,1986,Horror,6.0,47492,142,210678400,1786376441
1097,The Eternal Mind,2011,Crime,6.0,10749,103,157867366,332425243
1098,The Neon Edge,1997,Action,8.4,30488,93,56336405,52768573
1099,The Red Knight,2024,Drama,7.4,6481,109,63539783,223157632
1100,The Silent Code,2003,Comedy,7.4,102285,81,120940286,143128126
1101,The Storm Line,1980,Thriller,8.1,38394,95,204099972,524285023
1102,The Broken Light,1988,Comedy,6.2,11548,89,123662589,43758151
1103,The Wild Knight,1997,Sci-Fi,5.7,43336,164,23669769,124422288
1104,The Fire World,2021,Drama,7.4,46496,93,228476180,114720857
1105,The Shadow City,1983,Animation,5.7,897434,122,166773666,189295534
1106,The Iron Light,1984,Romance,4.3,1753007,98,98997197,42195483
1107,The Silver World,1991,Drama,6.3,15035,93,246236440,235636438
1108,The Wild Rain,1985,Horror,6.3,2679,103,25729320,29976821
1109,The Silver Hour,2009,Documentary,3.9,9784,107,35413052,24693361
1110,The Last Hour,2006,Horror,7.5,5797,91,217210661,781026857
1111,The Hollow Road,1993,Drama,7.0,6960,159,81828102,201587791
1112,The Dark Mind,1995,Drama,6.1,9999,149,198678640,832398862
1113,The Red Mind,1975,Crime,6.7,73624,116,4144053,7108324
1114,The Gold World,2000,Romance,6.8,17866,154,71546082,105589707
1115,The Storm World,1996,Sci-Fi,7.4,310,173,148344432,184304848
1116,The Eternal Hour,1979,Comedy,6.5,119000,78,146846026,86464529
1117,The Fire Star,2010,Action,6.3,8475,145,23271349,121488592
1118,The Red Dream,1987,Thriller,5.8,76083,151,210362931,352109707
1119,The Fire Dream,2019,Crime,8.1,13648,96,171431641,423122457
1120,The Broken Heart,2002,Documentary,5.9,121014,126,80590154,73257518
1121,The Broken War,1995,Drama,8.7,29082,168,165582413,265667868
1122,The Broken Light,2005,Crime,9.0,2420725,178,66085682,71448418
1123,The Blue Rain,1987,Drama,6.5,2804,167,199549622,422391932
1124,The Silver Heart,2018,Thriller,7.8,7005,156,32485334,47235365
1125,The Eternal Line,2017,Crime,4.1,31666,94,19898588,58521235
1126,The Lost River,1985,Crime,7.5,1444989,176,131809700,315201042
1127,The Gold Road,2013,Sci-Fi,7.2,236930,164,117092244,109039709
1128,The Wild Star,2015,Crime,5.7,23069,107,96740537,261188407
1129,The Steel Light,2002,Action,6.2,601317,146,163843851,559071594
1130,The Silver Line,2013,Horror,5.9,37913,87,32534014,70465590
1131,The Broken Knight,2020,Thriller,6.5,37320,126,219281155,2295750143
1132,The The Rain,2011,Sci-Fi,5.2,1135,117,27522550,20263305
1133,The Neon Game,1997,Horror,7.0,18132,133,188664414,481606795
1134,The Neon Star,2023,Romance,5.3,1317,138,230954257,105015990
1135,The Gold Heart,1994,Romance,8.3,44195,138,172657764,97438217
1136,The Neon City,1996,Horror,7.8,11109,149,84356613,174454433
1137,The Storm Dream,2014,Romance,6.2,668,159,109618941,300166748
1138,The Dark Star,2000,Animation,5.6,2840,169,219660297,200781481
1139,The Blue War,1984,Action,5.9,19666,103,66861104,285018936
1140,The Broken City,1993,Animation,5.5,236982,128,150336643,248723814
1141,The Gold Line,2012,Romance,5.0,209474,108,190715665,573247152
1142,The Night Dream,1998,Crime,7.6,8435,163,37102636,8504895
1143,The Neon Star,1983,Documentary,9.1,25223,180,163159601,107577325
1144,The Shadow Knight,1992,Animation,8.3,28828,154,118540089,158622568
1145,The Gold Code,2003,Sci-Fi,6.1,424,93,18119963,34161736
1146,The Neon Ocean,2021,Romance,6.3,8045,92,107366480,59412558
1147,The Lost River,1989,Crime,3.9,33741,115,232588415,553566175
1148,The Shadow City,1979,Action,5.3,32172,168,53242630,24370698
1149,The Broken Light,2016,Documentary,8.5,11647,126,155082726,626073539
1150,The Gold Heart,1983,Comedy,5.5,94688,114,96336719,49221911
1151,The Gold Knight,1986,Crime,6.4,5181,85,92192939,113576412
1152,The The Code,1978,Crime,7.4,13050,142,4376510,1484486
1153,The Fire Edge,1998,Romance,8.7,1313,98,144670412,93369462
1154,The Eternal Knight,2011,Crime,3.8,3035,173,48645149,70265331
1155,The Hollow World,1977,Drama,9.2,69236,114,79230399,12800927
1156,The Neon Light,1981,Documentary,5.3,21583,153,247960389,200686847
1157,The Red House,1982,Documentary,6.2,7989,179,132739572,73030565
1158,The Storm World,2017,Crime,6.1,1842532,87,228572643,341389672
1159,The Silent Line,2011,Horror,6.0,260566,111,86984284,45384673
1160,The Wild Ocean,1980,Action,4.9,20654,116,151660202,195786748
1161,The The House,2008,Sci-Fi,6.9,160097,97,173048989,166965871
1162,The Blue Code,1999,Crime,5.7,24346,122,183840351,98906750
1163,The Silver Star,1975,Crime,7.8,10876,124,222881288,246503409
1164,The The Line,2017,Horror,6.9,186385,155,84144997,198470111
1165,The Eternal War,1999,Thriller,6.0,184122,151,3799702,7344907
1166,The Shadow Road,1979,Horror,9.5,37557,176,132140601,35796629
1167,The Wild Mind,1993,Drama,5.4,28848,90,107006836,818544304
1168,The Red Rain,2008,Drama,6.2,3875,124,50520524,18295485
1169,The Storm Road,2003,Drama,6.2,5701,115,12746170,170899179
1170,The Blue Game,1997,Documentary,6.3,5864,82,106041978,144925948
1171,The Silver City,1976,Romance,6.9,3462,146,44244415,42859612
1172,The Last Knight,1998,Documentary,6.1,9035,103,205595129,459555540
1173,The Red Rain,2011,Documentary,5.8,45411,170,64798798,196597713
1174,The Silent Road,1984,Drama,5.6,5985,103,39764067,13788153
1175,The Silent Line,1998,Horror,6.4,10751,127,191773272,340480014
1176,The Silent War,2004,Animation,5.0,92997,124,125424439,119631797
1177,The Eternal Dream,1988,Horror,6.6,2008115,168,177986469,516665510
1178,The Iron Edge,1998,Horror,8.7,41282,93,127227062,24913947
1179,The Blue Light,1978,Crime,6.9,1122234,141,116906086,58956217
1180,The Fire Line,2017,Romance,7.7,323094,157,108877896,280577085
1181,The Dark Hour,2004,Comedy,6.6,127437,153,205921646,575664407
1182,The Fire Mind,1980,Sci-Fi,8.8,146720,86,85099185,363102677
1183,The Lost Dream,1979,Drama,4.5,116669,135,91897820,202846884
1184,The Wild Road,1984,Thriller,8.8,5939,154,110972608,40439081
1185,The Shadow Knight,1982,Crime,6.1,10160,92,237285425,230485253
1186,The The Heart,2019,Crime,5.8,303987,131,158005536,266625773
1187,The Storm Ocean,1997,Comedy,9.6,3679,125,247091964,1506233923
1188,The Shadow Blood,1997,Sci-Fi,3.8,127743,77,167929860,717446039
1189,The Broken Game,1987,Action,2.5,10433,158,65103441,140160924
1190,The Fire Edge,1992,Action,6.2,782686,133,178009164,48282201
1191,The Silent Game,2022,Romance,5.4,3149,124,10659154,22772014
1192,The Iron Road,2007,Comedy,6.0,13575,119,194036529,157793717
1193,The Last City,2003,Romance,7.0,50868,140,241469620,587022643
1194,The Silver Hour,1979,Action,6.2,35512,155,234901066,133402423
1195,The Steel Mind,2020,Documentary,8.5,132859,166,25584911,11944802
1196,The Hollow House,1987,Documentary,8.9,90730,165,50946411,56486583
1197,The Shadow Game,1986,Thriller,5.9,200455,144,155466908,305819328
1198,The Blue Line,1985,Sci-Fi,6.5,2430,112,162478412,144292961
1199,The Dark Edge,1997,Horror,6.3,686,83,17540879,7544085
1200,The Red Edge,1980,Comedy,4.8,7969249,132,4220941,1458356
1201,The Storm Dream,2011,Thriller,6.3,11441,136,100440140,135280422
1202,The Silent Rain,1989,Documentary,9.2,30110,120,110986702,133981825
1203,The Shadow War,2003,Crime,7.8,958,94,108218020,97207222
1204,The Neon Road,1986,Thriller,8.4,19333,100,6819860,9155744
1205,The Iron War,1987,Thriller,4.3,277,95,131819908,99694014
1206,The Silver Line,2008,Crime,6.7,16468,114,170519300,47180054
1207,The Wild River,1982,Action,5.1,9227,163,232954416,72471380
1208,The Storm Mind,2003,Drama,5.5,12190,116,185759232,313440409
1209,The Storm World,1995,Comedy,6.9,164470,106,132154320,481146750
1210,The Gold River,1999,Documentary,4.7,215487,85,143065589,185711491
1211,The The Game,1999,Romance,6.9,8990,174,16843397,21455264
1212,The Neon Mind,2014,Thriller,4.1,20535,109,86908920,112909182
1213,The The Ocean,2013,Sci-Fi,5.6,25916,106,213254412,141446521
1214,The Fire Rain,1988,Horror,5.8,196700,85,99953804,69257933
1215,The Storm Knight,2010,Comedy,7.3,18243,152,122690781,67811651
1216,The Neon Knight,1978,Horror,7.8,369526,122,39051488,16962821
1217,The Dark World,2016,Action,6.1,111325,157,76942784,30061190
1218,The Night River,2021,Romance,7.3,51984,83,249825906,647711505
1219,The Silent War,1997,Animation,5.7,120063,144,17683384,26865110
1220,The Night House,1980,Animation,7.7,155710,89,205752921,721582689
1221,The Silent Light,1976,Action,9.0,6270,94,234668539,127079103
1222,The Dark Mind,2007,Crime,7.4,132488,160,192862141,551986199
1223,The Silver Ocean,1977,Sci-Fi,7.0,34303,96,107617594,50205515
1224,The Storm Road,2010,Horror,8.3,10881,100,203446362,362424346
1225,The Lost House,1982,Horror,5.6,67,160,138386636,334427200
1226,The Hollow Ocean,1981,Romance,5.3,2010,170,81157453,632382868
1227,The Blue City,2004,Romance,8.4,160123,107,59198432,82145100
1228,The Shadow Heart,1988,Documentary,7.2,21916,167,88874707,106552447
1229,The Blue Line,2010,Romance,4.5,10993,95,27100696,13783657
1230,The Blue Hour,1979,Action,5.1,2491,113,207814403,90489770
1231,The Hollow Heart,2005,Comedy,6.8,90755,149,187540785,289746440
1232,The Broken Rain,2021,Horror,7.1,50961,125,183004411,198564424
1233,The The Road,1986,Thriller,8.3,79689,111,193970420,218610730
1234,The Wild Star,1990,Action,6.2,681180,158,12844204,1707488
1235,The Neon Dream,1993,Drama,5.3,16572,95,101198221,210573779
1236,The Red Ocean,1995,Drama,7.9,75764,97,156749416,154196066
1237,The Storm Blood,2018,Documentary,6.5,27631,130,24205053,149517761
1238,The Shadow Code,2003,Drama,4.9,25728,155,39936695,77937126
1239,The Night Game,1988,Documentary,7.1,25800,107,148759911,281593219
1240,The Silent Star,1982,Crime,5.2,565,122,148223614,963459194
1241,The Steel Hour,1997,Documentary,6.5,39528,163,241312640,1506249214
1242,The Blue Knight,1984,Action,4.4,1453,113,222521516,75654461
1243,The Red Light,1976,Action,6.2,742994,83,69030645,84966286
1244,The Wild Edge,2019,Crime,7.4,36666,122,56954943,31758892
1245,The Neon Hour,1977,Horror,4.8,22025,107,189074336,203995503
1246,The Wild River,2019,Documentary,3.0,269506,162,132616174,703481316
1247,The Silver Heart,1991,Action,5.9,329661,87,123053897,121699499
1248,The Fire Code,1995,Action,6.3,1178,132,59131134,99018849
1249,The Steel Heart,2007,Drama,4.9,14514,124,216099391,45025941
1250,The Fire River,2003,Thriller,7.1,9445,112,162362014,158378993
1251,The Night Game,2005,Crime,6.4,2948950,97,208356368,207708194
1252,The Fire Edge,2006,Crime,6.5,4121,164,245720579,150803345
1253,The Gold Line,1976,Animation,5.3,29205,156,146890545,54958425
1254,The Silent World,2019,Thriller,7.0,16558,108,236627549,1058616108
1255,The Gold Heart,1983,Comedy,7.1,45273,132,178130346,936103977
1256,The Fire Light,2017,Action,7.1,3501,146,11671856,9192994
1257,The Wild Mind,1998,Comedy,8.8,412,149,143410191,70024182
1258,The Fire World,1986,Drama,7.4,7711,144,231503593,575416531
1259,The Dark Game,2023,Horror,8.0,652,155,98099146,69232903
1260,The Night War,1976,Documentary,7.2,465,122,105898195,84475470
1261,The Wild River,2014,Horror,8.1,1802,156,43220905,23090961
1262,The Storm Ocean,2013,Animation,6.0,741,122,75461159,72362254
1263,The Neon Edge,2013,Crime,5.9,513853,124,204317766,2129086501
