order_id,customer_id,movie_id,quantity,price_usd,order_date,status
6346,1495,1062,2,19.42,2019-05-20,completed
6347,1981,4203,1,18.74,2021-11-03,completed
6348,651,3618,2,24.7,2023-03-21,refunded
6349,1527,2575,1,24.93,2020-07-18,completed
6350,1899,4884,2,23.16,2018-05-12,completed
6351,1929,2649,2,6.93,2018-06-14,completed
6352,1637,3242,1,13.79,2023-06-03,completed
6353,1762,3241,1,10.43,2022-03-04,pending
6354,69,352,5,10.56,2020-11-14,refunded
6355,1569,2706,1,22.06,2019-08-09,completed
6356,1129,3521,5,24.96,2019-10-11,completed
6357,1264,327,3,5.9,2018-01-04,completed
6358,1152,2268,3,20.32,2019-05-16,refunded
6359,1396,4853,3,13.35,2019-10-12,refunded
6360,704,3356,1,9.78,2018-04-03,pending
6361,20,1343,3,10.1,2020-08-17,completed
6362,209,3207,1,17.19,2020-08-03,completed
6363,256,2539,2,10.24,2020-03-21,completed
6364,1431,3235,1,11.3,2021-10-07,completed
6365,65,2201,1,23.94,2022-04-05,pending
6366,109,608,2,19.95,2019-12-14,completed
6367,887,4933,1,8.56,2019-08-25,pending
6368,1171,3930,1,17.89,2018-08-03,completed
6369,426,522,2,17.33,2022-06-07,pending
6370,745,3238,1,12.94,2020-08-31,pending
6371,702,2936,1,12.79,2018-02-12,refunded
6372,575,4692,1,7.76,2018-09-03,pending
6373,989,3524,1,22.03,2020-12-12,refunded
6374,1347,219,2,7.25,2022-10-03,completed
6375,720,992,2,6.64,2019-03-24,completed
6376,1268,4262,1,14.52,2022-03-24,refunded
6377,104,4702,3,21.64,2018-05-19,refunded
6378,1972,4543,1,22.73,2021-10-19,completed
6379,1756,2985,1,8.81,2020-05-18,completed
6380,736,3383,1,22.43,2022-03-23,completed
6381,883,1174,5,15.8,2022-05-11,refunded
6382,29,279,1,11.34,2018-08-11,refunded
6383,1034,89,5,9.41,2019-06-16,completed
6384,1797,1933,2,14.32,2022-03-24,pending
6385,302,3511,1,17.86,2018-11-14,refunded
6386,539,493,1,13.78,2021-01-26,completed
6387,1348,205,2,8.83,2019-05-20,completed
6388,673,488,1,22.16,2021-06-05,completed
6389,856,2227,3,5.22,2020-07-06,completed
6390,358,610,1,8.91,2022-08-04,pending
6391,945,972,2,21.57,2023-03-11,refunded
6392,53,4279,1,14.15,2022-01-14,completed
6393,1472,2723,3,20.29,2022-10-16,completed
6394,1028,3700,1,9.01,2023-04-05,completed
6395,1412,4364,2,16.34,2023-02-08,completed
6396,1343,3741,2,9.2,2019-08-13,pending
6397,1547,3065,1,8.05,2023-01-09,completed
6398,1640,4077,1,18.97,2022-02-02,completed
6399,11,336,3,14.28,2019-07-24,pending
6400,201,2338,1,8.7,2021-07-09,completed
6401,946,695,3,16.64,2021-11-29,completed
6402,700,3788,2,7.39,2020-07-02,pending
6403,1685,1704,2,23.42,2021-08-20,completed
6404,587,2465,1,16.1,2019-06-14,completed
6405,1055,1134,1,17.14,2020-11-08,pending
6406,12,2760,1,13.14,2022-09-15,pending
6407,1505,785,1,15.31,2018-06-05,completed
6408,1957,3374,1,19.18,2020-03-10,completed
6409,665,629,1,11.94,2020-12-21,pending
6410,1443,1519,2,22.38,2021-06-25,refunded
6411,487,617,1,14.3,2018-09-08,pending
6412,178,1907,1,12.51,2018-11-25,completed
6413,362,3364,1,22.61,2018-11-25,completed
6414,1428,902,3,20.25,2020-05-21,completed
6415,95,2825,3,15.18,2022-03-23,completed
6416,1510,4795,2,17.94,2022-11-07,completed
6417,1864,1988,1,5.56,2018-11-13,pending
6418,11,1692,1,15.04,2019-07-19,completed
6419,1646,3938,1,17.34,2022-02-25,pending
6420,490,4182,3,13.8,2020-07-14,completed
6421,253,4349,1,15.87,2021-01-06,completed
6422,155,862,2,8.69,2020-06-17,pending
6423,1723,2888,2,18.46,2018-06-02,completed
6424,1898,3474,1,6.62,2022-10-28,completed
6425,788,1207,1,15.0,2021-07-03,completed
6426,1396,3108,5,5.58,2022-08-19,refunded
6427,1377,1331,1,17.29,2023-01-15,pending
6428,1629,4080,2,7.8,2021-04-21,completed
6429,1687,4127,1,17.15,2020-01-11,completed
6430,23,1157,1,9.31,2018-05-13,completed
6431,620,965,1,21.13,2020-11-16,completed
6432,64,1755,1,14.88,2018-01-22,completed
6433,660,2476,2,23.33,2022-04-08,completed
6434,1804,4067,1,24.88,2022-01-01,completed
6435,1736,2239,1,20.43,2021-07-29,completed
6436,1007,3236,1,18.24,2023-06-20,completed
6437,1831,3367,1,23.29,2022-05-22,completed
6438,437,49,1,12.3,2019-12-06,refunded
6439,1879,1491,1,12.6,2019-01-21,refunded
6440,172,3239,1,9.94,2022-12-20,completed
6441,1152,3721,2,18.8,2019-12-12,refunded
6442,53,337,2,5.72,2020-08-09,completed
6443,193,3524,2,22.26,2020-07-13,completed
6444,205,4595,1,15.18,2022-05-09,completed
6445,1955,2295,1,19.61,2018-07-11,completed
6446,1349,3495,2,7.35,2019-06-05,refunded
6447,747,3993,2,8.87,2022-06-23,completed
6448,1316,1935,5,18.2,2018-06-11,refunded
6449,1556,523,1,12.83,2020-10-28,completed
6450,1083,2874,3,13.96,2020-07-26,completed
6451,1119,1508,3,16.34,2022-06-03,completed
6452,1028,3010,2,6.9,2018-10-02,completed
6453,1474,2184,1,10.55,2020-12-07,pending
6454,1005,478,2,19.0,2019-03-14,completed
6455,828,3708,1,19.65,2022-10-03,pending
6456,580,3571,1,16.9,2021-08-26,refunded
6457,1362,1997,1,13.03,2018-05-08,completed
6458,923,141,2,8.33,2021-01-23,refunded
6459,1839,3638,2,19.47,2019-01-19,refunded
6460,1819,4181,1,7.33,2023-03-22,completed
6461,790,4115,1,16.15,2022-08-09,completed
6462,1221,4620,1,7.29,2020-06-26,pending
6463,766,2661,1,11.61,2018-11-17,completed
6464,43,3691,2,17.62,2022-06-04,completed
6465,1550,379,1,6.39,2019-05-20,completed
6466,581,934,2,11.39,2021-03-05,refunded
6467,10,783,2,9.79,2019-09-24,pending
6468,1548,2998,2,8.79,2020-12-11,completed
6469,1162,472,1,14.8,2020-07-26,refunded
6470,969,2362,1,14.03,2022-11-10,pending
6471,1470,2131,2,14.93,2018-07-06,completed
6472,750,342,2,9.85,2020-08-25,completed
6473,1638,314,2,6.63,2020-04-14,completed
6474,405,3899,1,11.57,2020-05-08,completed
6475,1144,2466,5,12.9,2020-02-29,completed
6476,1497,1508,2,19.79,2022-12-14,completed
6477,1178,3389,1,23.56,2021-11-05,refunded
6478,381,4982,1,12.16,2019-06-05,completed
6479,952,906,1,19.07,2022-02-13,completed
6480,1138,4970,2,13.68,2018-07-11,completed
6481,1840,1257,3,20.67,2020-12-10,completed
6482,462,824,1,6.27,2018-01-09,completed
6483,1323,3189,1,7.14,2019-12-19,refunded
6484,185,1175,1,22.37,2020-05-20,refunded
6485,1470,3675,1,11.41,2021-10-30,completed
6486,815,2786,1,24.78,2020-02-24,refunded
6487,786,2987,2,5.72,2022-09-23,refunded
6488,108,2814,2,7.66,2020-02-13,completed
6489,1959,3918,1,9.84,2021-06-09,completed
6490,1156,89,1,13.43,2018-06-15,completed
6491,1428,3584,1,11.47,2018-08-24,pending
6492,324,1376,1,22.34,2021-02-01,completed
6493,1619,2801,1,16.88,2023-05-08,completed
6494,1380,1477,3,14.19,2022-09-28,completed
6495,1768,1925,1,7.43,2020-07-08,refunded
6496,988,4102,3,7.96,2022-05-07,completed
6497,738,637,1,8.97,2020-07-28,completed
6498,1209,1141,1,6.58,2021-06-18,pending
6499,583,362,1,6.23,2022-04-25,refunded
6500,1648,4568,5,14.25,2019-10-05,completed
6501,1348,2455,2,9.93,2020-10-23,pending
6502,641,1467,1,15.57,2022-07-03,refunded
6503,514,3788,1,16.69,2022-07-27,refunded
6504,493,3454,3,22.14,2021-03-26,completed
6505,447,1544,1,18.06,2019-12-03,refunded
6506,564,1218,1,6.48,2019-08-22,pending
6507,1786,340,1,6.29,2019-01-02,completed
6508,1661,2967,1,22.07,2022-02-11,pending
6509,1461,4018,1,15.03,2021-06-03,refunded
6510,1826,1492,1,13.16,2019-08-28,pending
6511,691,3184,2,19.5,2020-08-13,completed
6512,992,4133,1,5.7,2019-02-24,refunded
6513,1941,3507,1,6.11,2020-05-23,completed
6514,409,3295,2,13.04,2020-04-10,completed
6515,376,3884,1,23.69,2023-02-08,completed
6516,543,1153,1,19.61,2021-08-02,refunded
6517,1189,4594,1,11.38,2019-05-20,completed
6518,1894,4489,2,18.43,2020-06-10,pending
6519,642,3906,3,17.62,2020-07-06,completed
6520,431,191,1,10.75,2019-12-03,pending
6521,1028,1638,1,24.2,2019-12-20,completed
6522,1793,1114,1,13.01,2023-02-25,pending
6523,897,482,1,15.73,2019-12-12,pending
6524,383,640,1,12.52,2022-09-29,refunded
6525,1638,3951,1,22.5,2021-09-02,completed
6526,1293,3649,1,22.17,2022-09-17,completed
6527,176,2940,5,10.04,2022-12-29,pending
6528,27,4103,1,8.87,2020-06-02,completed
6529,1084,4934,2,17.21,2019-04-11,completed
6530,474,3341,1,21.1,2022-08-08,completed
6531,505,4359,1,16.01,2018-07-23,refunded
6532,528,2445,1,12.98,2021-06-11,completed
6533,1703,1154,3,6.12,2022-06-11,completed
6534,426,2003,1,13.43,2018-01-24,completed
6535,1687,3829,2,22.85,2020-03-01,completed
6536,1053,4616,1,16.27,2023-05-19,refunded
6537,746,655,1,19.28,2020-09-06,completed
6538,1177,4900,2,9.38,2020-11-22,completed
6539,948,4772,1,11.88,2021-10-31,completed
6540,1989,4097,1,6.1,2020-06-15,pending
6541,913,3687,2,6.14,2019-08-31,completed
6542,1650,2886,2,14.27,2020-02-23,pending
6543,766,4774,2,20.41,2019-04-20,completed
6544,1337,1011,1,20.45,2019-09-18,completed
6545,111,1594,2,8.44,2018-02-12,pending
6546,233,2137,1,22.92,2020-11-22,completed
6547,226,4552,1,22.95,2019-01-18,completed
6548,409,3020,1,13.53,2019-12-07,completed
6549,1422,4616,1,18.78,2022-09-29,completed
6550,616,4196,2,24.91,2019-08-10,pending
6551,339,2370,1,13.79,2018-11-10,refunded
6552,1589,1975,5,23.92,2018-11-20,refunded
6553,1900,3754,1,9.27,2018-07-08,completed
6554,64,4178,1,16.11,2020-04-13,refunded
6555,498,759,5,21.99,2023-03-24,completed
6556,1195,37,1,20.54,2019-08-30,completed
6557,143,2450,1,11.61,2021-11-12,completed
6558,1990,481,1,24.09,2021-10-11,completed
6559,1488,3264,2,10.29,2020-03-07,completed
6560,1430,817,1,9.96,2018-07-14,completed
6561,702,4426,1,17.22,2019-08-11,completed
6562,1579,3179,1,8.27,2023-03-30,refunded
6563,1083,680,1,6.97,2018-02-22,completed
6564,148,2074,1,6.54,2023-01-15,completed
6565,1201,487,1,20.6,2020-06-09,completed
6566,723,695,1,19.49,2018-01-21,completed
6567,1229,420,1,11.06,2021-02-24,completed
6568,439,1993,1,17.89,2021-04-02,completed
6569,764,3601,1,14.33,2021-05-08,completed
6570,486,3373,1,9.41,2019-05-16,completed
6571,909,1876,1,16.98,2020-12-22,completed
6572,1996,1491,1,5.88,2022-11-05,completed
6573,1498,1257,1,12.29,2021-01-10,completed
6574,1647,3298,1,15.92,2019-05-26,completed
6575,317,1211,1,5.29,2023-05-24,completed
6576,1184,3130,1,13.64,2021-10-18,completed
6577,1289,2308,2,6.69,2019-01-20,completed
6578,1673,1425,2,6.13,2022-08-21,refunded
6579,146,321,1,10.05,2019-12-23,refunded
6580,733,4588,1,8.08,2021-01-18,completed
6581,1594,4120,3,19.08,2022-09-26,completed
6582,1242,502,2,19.37,2021-03-31,completed
6583,1196,1271,2,6.47,2019-06-14,completed
6584,814,2517,1,18.83,2021-11-09,refunded
6585,536,547,1,9.7,2023-04-20,completed
6586,200,491,1,15.52,2021-08-19,refunded
6587,1104,1823,3,13.08,2018-07-20,pending
6588,1042,2545,1,10.02,2019-08-15,completed
6589,1629,1180,1,9.56,2022-08-28,refunded
6590,1045,41,1,23.03,2018-04-23,pending
6591,422,4422,1,23.36,2020-08-20,completed
6592,79,2236,2,15.86,2019-11-14,completed
6593,369,937,2,12.1,2020-01-03,completed
6594,588,3312,2,10.53,2018-01-28,refunded
6595,827,4361,1,7.09,2022-12-19,completed
6596,1585,3004,1,7.35,2018-08-19,completed
6597,311,1527,1,10.89,2020-04-08,completed
6598,1109,2433,3,6.73,2022-09-29,completed
6599,872,4945,1,6.24,2022-08-29,pending
6600,1766,1924,1,15.76,2020-01-25,pending
6601,831,2240,5,14.73,2018-05-18,completed
6602,1696,3665,2,7.2,2021-08-28,completed
6603,1239,2409,1,12.84,2023-02-02,completed
6604,209,653,3,18.28,2020-08-23,completed
6605,919,1685,1,15.55,2019-08-13,completed
6606,819,1134,1,7.65,2020-10-16,completed
6607,1538,4435,1,22.14,2019-11-20,refunded
6608,1155,2738,2,12.41,2022-01-19,completed
6609,1577,4081,1,12.96,2022-10-19,completed
6610,1771,1288,5,5.8,2021-05-11,pending
6611,1744,1416,3,14.8,2019-03-31,completed
6612,945,1245,1,5.73,2018-02-09,completed
6613,410,2069,2,5.1,2021-11-23,completed
6614,1991,3513,2,10.63,2021-06-15,refunded
6615,1673,344,1,21.62,2020-11-27,completed
6616,203,4822,5,17.77,2018-12-09,completed
6617,1561,316,2,24.34,2019-04-06,completed
6618,645,2636,1,8.78,2020-02-12,completed
6619,726,1975,2,16.35,2018-03-25,pending
6620,414,387,3,21.16,2019-03-01,refunded
6621,1989,3924,2,11.09,2022-06-01,completed
6622,1276,758,1,19.44,2022-01-13,completed
6623,465,3684,5,22.55,2020-09-22,completed
6624,449,2987,1,5.12,2018-05-26,pending
6625,1280,4859,1,17.4,2022-06-21,completed
6626,122,3925,1,6.49,2021-10-21,completed
6627,47,2508,2,18.08,2019-03-25,pending
6628,744,1486,1,16.71,2019-06-28,completed
6629,427,1106,2,22.29,2018-02-21,completed
6630,503,4903,1,16.68,2022-12-25,completed
6631,80,1543,1,20.1,2018-07-31,completed
6632,99,1684,1,14.42,2021-02-14,completed
6633,1884,1482,2,23.68,2020-03-08,completed
6634,1409,3200,1,16.64,2018-11-07,pending
6635,436,583,2,23.29,2019-01-25,refunded
6636,1815,4155,1,8.65,2020-09-16,completed
6637,883,4785,2,15.33,2020-03-27,completed
6638,998,593,2,17.92,2019-06-06,pending
6639,897,2296,2,22.49,2022-03-04,completed
6640,1937,2042,2,20.45,2020-03-24,completed
6641,188,4076,2,11.11,2019-06-23,completed
6642,1582,1727,1,22.84,2018-01-31,completed
6643,1096,4771,1,18.71,2018-10-22,pending
6644,1573,1713,1,7.93,2018-11-10,pending
6645,1567,3144,1,11.28,2022-06-17,completed
6646,1667,45,2,22.47,2023-06-09,completed
6647,757,3455,1,11.03,2022-05-17,completed
6648,377,981,2,13.45,2021-12-13,pending
6649,55,4808,1,16.68,2021-04-04,refunded
6650,1153,242,3,18.85,2021-01-20,completed
6651,1124,3767,2,5.33,2021-11-22,refunded
6652,806,1419,1,17.22,2022-04-27,refunded
6653,368,886,1,8.6,2023-03-06,completed
6654,1763,2324,1,6.28,2019-08-15,pending
6655,844,4042,1,24.34,2022-01-18,pending
6656,438,3255,1,22.72,2019-05-27,completed
6657,1220,2041,1,20.88,2018-12-24,completed
6658,779,3156,1,17.16,2022-01-16,completed
6659,996,1994,2,7.68,2022-10-05,pending
6660,1972,1335,5,6.18,2023-01-23,completed
6661,651,2871,2,13.73,2019-12-26,completed
6662,40,979,2,15.53,2018-03-21,completed
6663,1344,1178,1,11.14,2022-02-17,refunded
6664,654,2101,1,17.0,2020-12-22,refunded
6665,1216,275,2,11.82,2018-12-10,refunded
6666,330,467,1,24.61,2021-09-24,completed
6667,1962,2400,1,6.32,2023-03-05,completed
6668,685,3446,1,10.52,2022-01-24,completed
6669,975,3756,1,5.06,2018-02-14,completed
6670,37,4223,1,12.1,2021-07-03,completed
6671,568,1253,1,8.64,2018-07-09,completed
6672,1104,4841,2,8.87,2018-09-29,completed
6673,616,1338,1,16.86,2019-03-07,pending
6674,800,3433,1,13.29,2018-03-04,completed
6675,1755,260,1,11.2,2022-01-25,completed
6676,1962,77,2,15.89,2019-12-25,completed
6677,1881,4805,1,23.05,2021-06-13,completed
6678,831,526,5,24.94,2019-10-25,refunded
6679,379,880,2,22.59,2022-06-22,refunded
6680,1734,4254,5,17.12,2023-06-11,completed
6681,1587,1276,2,18.83,2021-09-19,refunded
6682,1402,3313,1,9.5,2020-11-01,completed
6683,389,4159,1,9.01,2019-02-19,completed
6684,437,1260,1,17.94,2020-10-30,pending
6685,383,3885,1,15.67,2023-03-15,completed
6686,27,4366,1,12.1,2022-10-18,completed
6687,342,4915,2,17.37,2022-12-29,refunded
6688,916,3410,1,15.8,2023-02-11,pending
6689,108,3768,2,14.99,2020-02-02,pending
6690,884,3622,1,15.32,2018-03-14,completed
6691,1721,4280,1,16.33,2019-11-12,completed
6692,1732,1577,1,20.63,2021-07-07,completed
6693,963,678,2,8.35,2019-05-04,refunded
6694,1246,313,1,8.0,2023-06-05,completed
6695,1483,3513,2,20.69,2021-07-25,pending
6696,1909,1822,1,15.92,2022-04-15,pending
6697,584,2050,2,10.18,2020-08-05,completed
6698,689,4887,1,16.62,2022-05-08,completed
6699,1950,4858,1,21.48,2021-03-05,completed
6700,1570,4470,2,24.7,2022-02-20,completed
6701,1939,1433,5,23.45,2022-02-07,pending
6702,1664,2151,1,19.06,2018-03-07,refunded
6703,919,4286,1,21.28,2018-04-01,completed
6704,1267,1623,2,12.7,2021-02-12,refunded
6705,1484,3405,3,24.36,2020-07-27,completed
6706,358,1200,1,9.51,2018-10-12,completed
6707,75,1714,2,14.32,2023-06-19,completed
6708,48,2976,2,14.52,2018-10-02,refunded
6709,1726,3493,1,22.68,2021-03-02,completed
6710,1951,1411,2,5.81,2021-02-08,completed
6711,330,655,1,24.31,2019-09-22,pending
6712,80,1019,2,17.96,2021-04-15,completed
6713,1948,3427,2,6.04,2019-04-17,pending
6714,1154,540,1,15.92,2019-02-11,completed
6715,422,2285,3,7.0,2021-09-21,completed
6716,426,2583,2,8.86,2019-12-25,pending
6717,302,4034,5,20.75,2020-02-24,pending
6718,200,3463,1,8.09,2020-11-28,pending
6719,1804,1768,1,6.85,2020-09-13,completed
6720,1667,2196,1,17.09,2022-04-09,completed
6721,1713,4060,1,7.85,2019-11-24,completed
6722,951,1875,1,11.58,2022-06-26,completed
6723,636,2360,2,24.03,2022-06-20,refunded
6724,796,1559,3,19.43,2018-06-09,completed
6725,1111,3028,2,13.61,2019-09-30,pending
6726,1198,698,1,11.92,2021-09-14,pending
6727,619,563,1,13.78,2021-01-06,completed
6728,475,831,1,23.95,2023-04-15,refunded
6729,553,3767,3,21.35,2020-05-27,completed
6730,173,3532,1,24.22,2020-08-31,completed
6731,408,3370,1,23.02,2022-10-04,refunded
6732,1922,4591,1,10.74,2021-08-20,refunded
6733,470,2760,2,10.46,2018-06-25,completed
6734,502,372,1,18.12,2020-05-31,completed
6735,1960,3932,1,12.48,2022-03-08,pending
6736,1318,1326,2,24.33,2018-05-14,completed
6737,891,5000,1,11.94,2018-10-16,refunded
6738,1585,3982,1,5.31,2020-12-13,refunded
6739,1206,2103,2,17.99,2019-01-31,refunded
6740,516,341,2,12.28,2019-11-03,completed
6741,1679,4361,2,19.09,2021-09-20,completed
6742,1668,1814,5,12.19,2023-04-20,completed
6743,546,2332,1,13.18,2020-12-27,completed
6744,430,2630,1,12.93,2020-10-19,refunded
6745,385,4273,1,22.99,2020-07-19,completed
6746,1631,3803,1,23.31,2020-04-19,pending
6747,1444,3163,1,17.05,2023-05-17,refunded
6748,1950,863,2,8.69,2021-05-27,completed
6749,475,1520,3,19.35,2020-09-27,refunded
6750,1879,1423,1,18.56,2022-11-12,refunded
6751,304,1826,1,21.97,2022-10-04,pending
6752,1739,54,1,18.47,2020-06-04,pending
6753,240,4552,2,20.28,2021-03-11,completed
6754,661,3862,1,22.4,2020-06-24,refunded
6755,1429,4948,1,19.85,2018-03-19,completed
6756,853,4983,1,6.51,2021-06-05,pending
6757,493,491,1,7.85,2022-10-25,completed
6758,96,35,1,13.03,2020-09-21,completed
6759,1070,4700,1,18.77,2020-03-17,completed
6760,334,1349,1,17.78,2018-04-03,completed
6761,828,757,1,16.41,2019-03-16,completed
6762,453,1479,2,6.21,2020-03-08,completed
6763,804,195,1,6.81,2020-01-28,completed
6764,242,3264,1,14.47,2021-01-08,pending
6765,1352,4396,3,12.74,2020-11-17,completed
6766,97,4829,1,9.47,2020-06-12,refunded
6767,1341,2491,3,19.75,2022-09-26,refunded
6768,767,134,2,19.35,2020-03-09,completed
6769,803,3939,3,15.74,2022-05-09,completed
6770,939,3016,1,13.92,2023-06-04,completed
6771,734,1399,1,6.39,2019-07-05,pending
6772,238,457,3,20.7,2021-07-11,completed
6773,1790,1741,1,5.44,2018-03-28,completed
6774,1841,2199,2,10.2,2022-11-19,pending
6775,233,3784,1,16.28,2019-12-05,completed
6776,1136,1789,2,23.56,2018-03-06,completed
6777,1609,3202,1,13.46,2020-11-06,pending
6778,370,1728,3,21.45,2022-11-22,completed
6779,1895,3982,2,5.33,2019-02-15,pending
6780,54,3907,2,16.69,2021-07-02,refunded
6781,319,4896,1,6.12,2019-07-08,completed
6782,1382,4587,2,22.81,2019-09-29,completed
6783,1064,1226,1,21.02,2019-04-21,pending
6784,256,3309,3,22.65,2022-12-25,pending
6785,1042,4133,2,13.84,2019-10-15,completed
6786,980,3262,1,14.04,2021-07-07,completed
6787,1820,2712,1,15.34,2022-07-31,refunded
6788,826,4681,1,20.64,2019-10-05,completed
6789,632,1168,1,20.75,2019-12-09,pending
6790,1200,1261,2,21.59,2020-12-02,completed
6791,2000,1942,1,18.49,2023-01-04,refunded
6792,822,2643,2,14.57,2021-02-12,completed
6793,528,233,1,10.26,2019-12-29,pending
6794,1419,2806,1,16.7,2020-03-10,refunded
6795,102,2717,3,18.27,2019-01-29,refunded
6796,1490,4194,1,21.18,2021-03-20,completed
6797,1848,2678,1,5.32,2020-08-10,completed
6798,871,1028,1,20.58,2020-02-02,completed
6799,998,2212,1,5.84,2020-09-03,pending
6800,1190,2927,2,23.31,2023-05-22,completed
6801,316,2701,3,10.67,2020-04-25,refunded
6802,331,3080,1,6.77,2021-07-15,completed
6803,1697,1444,1,20.35,2018-01-28,completed
6804,94,4240,2,23.4,2021-12-13,completed
6805,457,2576,1,8.32,2020-12-08,completed
6806,1429,1702,2,18.21,2022-02-02,refunded
6807,1033,1575,5,7.41,2021-06-20,completed
6808,1496,1665,2,12.07,2022-10-26,pending
6809,401,3656,2,19.06,2020-01-12,refunded
6810,486,4203,1,23.97,2021-01-10,completed
6811,493,719,2,17.07,2023-04-05,completed
6812,1651,2843,3,18.02,2021-09-03,completed
6813,1514,1388,2,14.45,2022-05-24,refunded
6814,1094,1466,1,23.33,2021-02-09,completed
6815,1839,1959,2,10.42,2019-10-01,completed
6816,6,2050,1,11.22,2022-03-31,completed
6817,1499,4982,1,20.78,2020-05-30,pending
6818,534,4228,1,5.52,2022-12-06,completed
6819,770,345,2,8.87,2022-02-07,completed
6820,1249,3098,1,17.29,2022-05-04,completed
6821,1419,2527,1,18.93,2018-11-16,completed
6822,379,4346,1,22.73,2020-01-06,completed
6823,1296,3125,1,12.62,2022-10-14,completed
6824,460,5,1,23.3,2021-01-08,completed
6825,1382,2104,1,23.58,2020-07-01,refunded
6826,1454,2915,1,8.37,2019-10-03,refunded
6827,787,1480,1,11.29,2018-11-10,completed
6828,450,379,1,6.79,2020-09-12,completed
6829,1091,25,1,13.98,2020-07-16,refunded
6830,1635,4434,2,17.16,2018-06-24,pending
6831,428,4324,1,10.59,2019-04-11,pending
6832,114,788,1,17.5,2021-06-12,completed
6833,384,1471,2,11.57,2021-05-11,completed
6834,1533,3327,1,15.5,2021-12-12,refunded
6835,1753,1143,1,17.78,2019-12-29,completed
6836,1518,398,1,13.21,2021-04-02,pending
6837,501,1406,1,16.35,2018-07-23,refunded
6838,856,669,1,21.33,2020-12-07,completed
6839,225,4361,1,11.13,2021-11-27,completed
6840,1483,1246,1,22.56,2019-03-09,completed
6841,676,2635,5,18.02,2019-08-20,completed
6842,630,2748,2,16.59,2020-01-30,pending
6843,464,3062,1,6.2,2019-02-09,completed
6844,1504,3573,1,15.97,2020-07-19,pending
6845,867,3446,1,9.73,2018-07-21,completed
6846,582,2454,1,22.49,2019-09-21,pending
6847,1801,3416,1,23.6,2020-05-23,completed
6848,937,3249,1,19.59,2019-06-27,completed
6849,1932,4348,1,12.79,2021-04-03,completed
6850,931,1852,2,6.25,2022-12-19,completed
6851,124,2735,2,14.18,2020-06-01,pending
6852,1491,4962,1,16.27,2018-06-27,pending
6853,1606,2683,3,20.07,2021-02-22,refunded
6854,1552,3872,1,15.92,2019-08-02,refunded
6855,1992,2714,1,19.61,2022-09-02,completed
6856,1074,4026,1,18.7,2018-02-13,refunded
6857,1542,2593,1,19.2,2022-10-01,completed
6858,602,2751,1,8.06,2020-10-11,completed
6859,1669,1933,1,12.0,2021-06-06,refunded
6860,875,892,2,18.11,2018-03-18,completed
6861,751,3057,1,9.18,2019-08-24,completed
6862,348,1614,5,18.88,2020-01-06,completed
6863,1386,1702,1,21.77,2020-09-20,refunded
6864,1361,2095,3,20.87,2022-12-15,completed
6865,1959,3565,1,9.73,2020-11-27,pending
6866,849,169,1,8.88,2018-09-15,completed
6867,769,3244,3,6.51,2022-07-17,refunded
6868,1642,3823,3,18.73,2022-06-01,completed
6869,1978,4527,1,19.19,2018-09-15,completed
6870,1727,969,1,22.05,2022-06-08,completed
6871,1540,3991,1,21.63,2021-06-25,pending
6872,1602,4828,1,8.84,2019-08-09,completed
6873,1001,2845,1,21.49,2019-04-08,completed
6874,1688,4323,1,7.84,2020-09-04,pending
6875,1227,1642,1,15.49,2021-07-31,completed
6876,410,1778,1,7.9,2019-07-02,pending
6877,1991,4690,5,20.88,2018-02-10,completed
6878,1947,4876,1,23.7,2021-02-15,refunded
6879,1656,3336,2,18.0,2021-07-10,completed
6880,952,1566,3,8.64,2022-11-09,completed
6881,126,3276,2,8.99,2019-04-05,pending
6882,1250,3064,2,10.61,2018-01-15,completed
6883,1624,2121,2,12.11,2019-12-17,completed
6884,115,877,1,11.73,2018-04-26,refunded
6885,1359,1789,5,6.02,2018-12-24,completed
6886,1716,4850,1,18.42,2020-06-21,completed
6887,983,3552,1,12.37,2022-04-05,completed
6888,1818,2507,2,21.13,2020-03-16,completed
6889,354,101,2,8.85,2021-05-18,pending
6890,1928,4848,1,19.32,2019-05-18,pending
6891,91,1466,2,22.27,2021-04-29,completed
6892,1477,1523,2,7.6,2022-10-25,completed
6893,330,584,1,18.68,2019-07-16,completed
6894,164,873,1,13.33,2020-11-18,pending
6895,1587,1234,1,17.92,2019-05-11,completed
6896,1968,4418,1,21.03,2020-01-03,completed
6897,725,258,1,23.75,2020-05-20,completed
6898,1614,2037,2,15.59,2020-11-17,completed
6899,42,441,1,22.62,2020-05-22,pending
6900,349,269,2,16.66,2022-07-20,completed
6901,949,1293,3,14.17,2023-01-16,pending
6902,1888,16,3,19.65,2022-08-01,pending
6903,1651,2970,3,11.82,2022-05-06,pending
6904,592,3364,1,19.6,2022-12-27,pending
6905,877,2497,1,12.53,2022-10-12,completed
6906,1737,1542,2,7.2,2019-06-26,pending
6907,1971,4615,2,7.9,2019-11-19,completed
6908,599,4801,1,16.4,2022-11-09,completed
6909,1151,1279,1,19.49,2018-10-04,completed
6910,1803,2015,1,8.55,2022-07-13,pending
6911,939,4826,2,12.2,2019-01-25,refunded
6912,1848,1959,2,21.67,2019-10-04,pending
6913,1168,2660,1,10.39,2022-02-26,refunded
6914,788,4519,1,13.03,2020-02-20,completed
6915,1779,1773,1,14.14,2020-04-12,pending
